doctor_id,Doctor,hospital_id
24510,Lisa Garrett,13431
35444,Sherry Johnson,11351
170,Abigail Williams,2927
36692,Sydney Stokes,22855
13320,Ernest Thomas,29162
16637,Jason Sullivan,20792
10441,Deborah Clark,14663
13895,Gary Orozco,449
20982,Karen Woodward,33287
6224,Carolyn Obrien,20448
7618,Christopher Calderon,4204
26655,Matthew Young,38892
4137,Beverly Barton,4589
17066,Jeffrey Simmons,6679
23533,Larry Rios,6411
1652,Amy Carlson,39623
778,Alexandria Wright,23420
33036,Rodney Jones,10758
6699,Chad Walker,12622
7491,Christine King,7073
11406,Donna Jones,33791
17161,Jennifer Barrera,22901
18713,John Craig,30014
21856,Kelly Carr,4175
34502,Scott Johnson,88
38126,Tina Hensley,11311
38643,Travis Adams,12115
5116,Brian Martinez,23549
15458,Jacqueline Chavez,10889
23008,Kristen Rosales,20984
27608,Michael Hester,39770
27468,Michael Chang,23519
37541,Thomas Davis,31003
9457,Daniel Turner,27944
6845,Charles Murphy,10582
9706,Darrell Miller,5450
6551,Catherine Ramirez,23008
17656,Jeremy Manning,33884
35230,Sheila Bradley,19415
10968,Devin Rodgers,10311
13196,Erin Bell,35446
27543,Michael Fox,26585
20140,Joy Berry,24217
12149,Edward Charles,1042
8820,Crystal Wells,14075
17679,Jeremy Powell,11810
14391,Gregory Owens,37790
28743,Morgan Scott,28099
20336,Julia Nelson,35712
34082,Sara Mcdonald,6259
39360,Victoria Kelley,30017
19812,Joseph Reeves,13094
10262,Dawn Hernandez,38571
38517,Tracie Wright,28595
7785,Christopher Lane,32179
6527,Catherine Mcguire,30877
21667,Kayla Payne,623
17590,Jeremy Ball,39053
23264,Krystal Barnett,22130
9388,Daniel Parker,14905
27731,Michael Moon,31195
28600,Monica Chavez,17137
3706,Autumn Fisher,4452
9153,Dana Mann,12035
10648,Denise Hensley,16254
31553,Randall Martinez,10496
35991,Stephanie Wilson,18972
15504,Jacqueline Mora,19475
14858,Hector Rivers,24708
1972,Andrea Hill,12856
28268,Michelle Smith,1486
38611,Tracy Rojas,25907
5450,Brittany Stevens,8799
32791,Robert Roberts,20519
2087,Andrew Colon,2858
25459,Maria Aguilar,31267
26842,Megan Richardson,25118
30453,Pamela Henry,6699
21970,Kelly Ramos,10337
13429,Evelyn Lester,28088
38882,Tyler Ellison,9080
32615,Robert Gonzales,10896
33267,Roy Castillo,38614
11714,Dr. Hannah Gordon,16523
30913,Paul Hahn,12145
14956,Henry Ramirez,26807
39180,Veronica Hamilton,5295
17089,Jeffrey Washington,15386
1849,Amy Wells,3284
6173,Caroline Nunez,21895
17891,Jesse Walker,1867
23260,Kristy Ross,10891
12759,Emily Simon,30688
1663,Amy Cline,7226
37247,Teresa Parker,34579
33310,Russell Barton,11280
27074,Melissa Berry,18793
11656,Dr. Bryan Pugh,37656
15731,James Gonzalez,18591
23716,Laura Price,31727
5780,Caleb Ingram,16663
22069,Kendra Craig,28882
16514,Jason Howard,6673
18424,Joan West,38355
129,Abigail Brown,14090
35158,Shawn Lane,12186
14902,Heidi Mullen,18789
3165,Antonio Rowe,15280
20407,Julie Duncan,23775
86,Aaron Perez,26847
6465,Cassidy Sanchez,16390
6771,Charles Garcia,20849
1442,Amanda Sullivan,4315
32853,Robert Ward,35974
19880,Joseph Wilson,31746
29607,Natasha Mack,16906
38556,Tracy Gonzalez,17087
3143,Antonio Hardy,24972
7347,Christina Martin,1694
20853,Karen Flowers,33128
18170,Jessica Smith,36295
6990,Chelsea Mays,4272
2930,Anthony Donaldson,29531
15418,Jacob Smith,3476
38025,Timothy Nunez,3324
25728,Mark Anderson,21944
15121,Ian King,13081
29676,Nathan Joseph,23465
18761,John Gardner,230
6217,Carolyn Mercer,25166
33681,Samantha Jackson,6921
33979,Sandra Phelps,2854
2226,Andrew Robbins,14073
25657,Mario Hart,29301
31439,Rachel Johnson,36404
8668,Craig Payne,3205
11579,Douglas Porter,8711
23310,Kurt Sanchez,10512
16758,Jeanette Chavez,14036
21203,Katherine Salazar,13744
28887,Mr. Jay Salazar III,37670
24373,Lindsey Barrett,26101
16196,Janet Meadows,36579
39693,Wendy Valdez,30892
16524,Jason Jones,4607
38814,Troy Glenn,10774
38221,Todd Higgins,13879
39782,William Bailey,14104
37814,Tiffany Johnson,2894
7028,Chelsey Little,15888
10547,Debra Fletcher,8360
13435,Evelyn Mora,38775
24616,Lisa Miller,29909
8163,Clinton Wagner,1910
35298,Shelby Oconnor,9287
37384,Terry Russell,6828
31736,Rebecca Banks,24395
30515,Pamela Vega,18387
26493,Matthew Jimenez,2226
7853,Christopher Parker,24575
20527,Julie Watson,28565
13526,Frances Williams,34672
34197,Sarah Fitzpatrick,32973
18037,Jessica Johnson,812
8808,Crystal Sutton,6307
12063,Dylan Romero,29438
38959,Tyler Smith DVM,5031
20629,Justin Mccarty,14981
3553,Ashley Stark,16805
18823,John Joyce,9636
2066,Andrew Barron,16761
34204,Sarah Frye,38183
1837,Amy Thomas,12666
32605,Robert Garcia,14203
22182,Kenneth Lewis,37559
37910,Timothy Beck,13637
15398,Jacob Ramirez,20402
13747,Gabriella Castillo,4335
20025,Joshua Martinez,2069
4441,Brandi Braun,25665
9296,Daniel Harding,38423
20297,Julia Berger,17038
31589,Randy Ford,685
8738,Crystal Fields,179
40192,Yvette Myers,13514
18861,John Mason,25518
10801,Derek Compton,34520
34186,Sarah Davis,29815
32287,Richard Morales,6624
36344,Steven Perkins,39130
18429,Joann Campbell,35886
29146,Mrs. Carol Flores,3489
6320,Carrie Ward,37263
27681,Michael Lucas,37277
28223,Michelle Palmer,3339
37662,Thomas Oneill,29982
29408,Ms. Sarah Bullock,7643
253,Adam Mason,2111
8345,Collin Parker,16652
7668,Christopher Edwards,18713
28491,Misty Thomas,33500
29296,Mrs. Nancy Cook,29141
11616,Dr. Alexis Phillips DVM,6317
36036,Stephen Flores,16943
9436,Daniel Smith,29424
10315,Dawn Velasquez,39179
10362,Deanna Le,18166
3272,April Wallace,16099
4465,Brandi Lewis,783
39817,William Castillo,28303
33115,Ronald Brown,432
1315,Amanda Holmes,16734
6327,Casey Ali,13221
16166,Janet Armstrong,33018
9796,David Anderson,8967
24436,Lisa Arroyo,22891
1556,Amber Malone,664
3272,April Wallace,9029
29127,Mrs. Angela Tanner,18812
13290,Erin Tate,24053
28871,Mr. Jacob Carter MD,7741
13058,Erica Frost,18407
33643,Samantha Church,29421
6734,Charles Bond,14845
12697,Emily Mason,254
24721,Lisa Wilson,19987
22135,Kenneth Edwards,437
8435,Connor Roberts,18398
28708,Morgan Cook,31269
11652,Dr. Brian Gallagher,13734
29755,Nathaniel Martinez,36170
16351,Jasmine Gay,8082
7372,Christina Prince,10385
26126,Mary Cook,22513
33108,Ronald Alvarez,17597
13272,Erin Payne,37030
11187,Dominic Wilkins,22011
6208,Carolyn King,16445
36477,Susan Davis,17025
38607,Tracy Rice,29860
32603,Robert Fuentes,20087
10707,Denise Wilson,8427
40139,Xavier Campbell,32711
18355,Jimmy Garcia,292
19024,John Wang,4204
9266,Daniel Fletcher,30163
28149,Michelle Heath,18328
8210,Cody Knapp,33614
17518,Jennifer Williams,10908
27587,Michael Hall,38487
20310,Julia Dominguez,16565
16129,Jamie Torres,20302
22414,Kevin Martin,30581
1320,Amanda Jackson,33429
11457,Donna Taylor,13472
190,Adam Burns,18667
15829,James Massey,23586
3839,Barry Farley,37288
19425,Jordan Peters,10803
12691,Emily Madden,34594
25262,Marc Carter,1873
11730,Dr. Jason Lozano DDS,26859
2290,Angel Chang,26517
37978,Timothy Hoover,32685
31599,Randy Harris,38997
7880,Christopher Rich,32763
4663,Brandy Anderson,25481
38926,Tyler Lutz,9722
37456,Theresa Lopez,29995
36768,Tamara Smith,5033
21835,Kelli White,18269
29953,Nicholas Wagner,3797
14952,Henry Newton,35811
25036,Luke Lewis,31902
5844,Cameron Jones,6824
16279,Jared Johnson,10115
27734,Michael Mora,9584
3007,Anthony Martinez,4949
19283,Jonathan Olson,20807
22978,Kristen Johnson,1816
20663,Justin Rich,34436
1679,Amy Davis,6821
18138,Jessica Rios PhD,8459
23110,Kristin Lambert,37399
37231,Teresa Mathis,17560
32820,Robert Smith,11617
16151,Jane Gomez,39874
27376,Mia Smith,697
26731,Meagan Hernandez,34281
18670,John Brown,23753
18484,Jocelyn Hobbs,33496
36694,Sydney Vincent,37265
1656,Amy Castro,31450
8532,Courtney Alexander,39653
3056,Anthony Richard,28339
27239,Melissa Richards,23645
3000,Anthony Lopez,38313
16519,Jason Jackson,31589
7775,Christopher Kelly,27838
2508,Angela Rodriguez,24331
21941,Kelly Mcdaniel,16799
36887,Tammy Santiago,25224
32983,Robin Rosales,24524
17553,Jenny Williams,187
6383,Casey Trevino,9076
39119,Vanessa Mills,18139
3882,Becky Middleton,33685
12441,Elizabeth Holmes,16921
37066,Taylor Charles,27663
4690,Brandy Martin,32477
10270,Dawn Lawson,13057
20391,Julie Bright MD,19961
8573,Courtney Johnson,11079
11912,Duane Cooper,38910
27183,Melissa Little,19614
9592,Danielle Ryan,3121
1155,Alyssa Gomez,9433
33084,Roger Hoover,25720
10457,Deborah Giles,15825
32681,Robert King,35037
18409,Joan Little,33362
16374,Jasmine Mcdonald,27581
5000,Brian Brown,35141
37610,Thomas Lewis,20906
7540,Christine Salazar,8582
36499,Susan Hall,11146
37420,Theresa Bailey,35492
21870,Kelly Cruz,34812
14236,Grace Shields,17563
16982,Jeffrey Jones,5243
22675,Kimberly Edwards,15552
3352,Ashley Allen,29767
21993,Kelly Taylor,16623
10376,Deanna Rogers,25494
17645,Jeremy Kelley,2790
30169,Nicole Ramirez,13130
1481,Amber Allen,4051
35791,Stephanie Bradley,26678
8696,Cristina Pierce,2402
14469,Haley Chapman,25045
10043,David Mckenzie,13018
22406,Kevin Lopez,36882
18191,Jessica Wallace,23500
19214,Jonathan Ford,18159
30175,Nicole Reynolds,34814
7943,Christopher Stewart,17719
5165,Brian Price,10082
32179,Richard Cross,2514
851,Alfred Macias,18393
28821,Mr. Craig Ingram,25918
12024,Dwayne Robinson,7436
25578,Maria Wheeler,34628
37676,Thomas Ramos,3798
21895,Kelly Green,26061
20214,Juan Hughes,11693
8733,Crystal Dyer,14491
36671,Sydney Davis,24351
18419,Joan Singleton,11107
20282,Judy Mcintosh,4202
34093,Sara Nolan,10623
9657,Darin Flowers,35664
26702,Maurice Wilson,14834
22171,Kenneth Johnson,6464
29071,Mr. Terry Edwards,8077
20763,Kaitlyn Rodriguez,24074
24398,Lindsey Leblanc,6019
24820,Lori Harris,15780
3473,Ashley May,29521
19144,Jon Skinner,14926
21984,Kelly Simmons,7854
30510,Pamela Solomon,22678
1107,Allison Smith,20021
7518,Christine Noble,15073
27534,Michael Fernandez,13153
1909,Andre Rodriguez,25735
31252,Philip Oconnor,25951
36274,Steven Johnson,25406
7658,Christopher Davis,7027
5204,Brian Thomas,3914
5344,Brittany Bowman,29219
21991,Kelly Sullivan,24131
39900,William Hawkins,26900
30857,Paul Anderson,1810
27812,Michael Richardson,19290
18581,Joel Cannon,23923
22915,Krista Moore,25801
29280,Mrs. Mary Montes,27921
28187,Michelle Martinez,24304
35587,Spencer Gallagher,12894
25989,Mark Zamora,38210
18030,Jessica Hunter,38675
8641,Craig Flores,26679
18148,Jessica Romero,14517
24764,Lonnie Washington,20250
15766,James Holt,12869
29455,Nancy Hicks,29639
36390,Steven Valdez,12829
17983,Jessica Faulkner,1093
26096,Mary Bell,8453
27693,Michael Martin,14627
22251,Kenneth Wilson,16752
18086,Jessica Montgomery,33798
8988,Cynthia Rowland,31089
11651,Dr. Brian Evans,8000
10175,David Terry,19698
32684,Robert Lane,11535
1486,Amber Barnes,27422
27300,Melissa Williams,15905
20397,Julie Castaneda,4551
17373,Jennifer Mcgee,36213
21159,Katherine Lee,902
12068,Dylan Thompson,25864
25659,Mario Hicks,15430
37893,Tim Wright,37297
40062,William Townsend,5726
22868,Kimberly West,21557
5277,Brianna Howard,32333
26058,Marvin Butler,16580
21279,Kathleen Lewis,36431
26615,Matthew Snyder,19149
18764,John Garza,16920
20137,Joshua York,13067
7910,Christopher Saunders,8307
24280,Linda Rivas,6764
27519,Michael Duffy,20827
34326,Sarah Robbins,30466
19380,Jordan Clark,13718
16021,Jamie Barnes,26537
7088,Cheryl Miller,21841
15245,Jack Lam,27324
26123,Mary Cochran,907
34938,Shannon Peterson,35655
21551,Katie Sloan,35703
6867,Charles Ramirez,39492
15183,Isabel Lang,8861
16586,Jason Peterson,3466
14653,Heather Benson,23239
5590,Bruce Torres,33405
15906,James Preston,36520
24695,Lisa Taylor,33486
30432,Pamela Franklin,19702
36405,Steven West,13724
31698,Raymond Madden,21370
8117,Claudia Smith,28855
34182,Sarah Costa,10436
33885,Samuel Wright,24568
34537,Scott Nelson,8658
8462,Corey Howard,22862
636,Alexander Meyer,17301
22242,Kenneth Vega,17433
1186,Alyssa Smith,5448
25197,Mallory Barry,34653
37607,Thomas Larsen,30744
15482,Jacqueline Jacobs,24238
512,Alejandro Rojas,30406
12079,Earl Matthews,14069
30451,Pamela Harvey,25030
31849,Rebecca Potter,6003
14427,Gregory Watson,554
27132,Melissa Griffin,483
10204,David Weiss,15167
19388,Jordan Gaines,22321
35721,Stacy Page,24530
31493,Rachel Robinson,10627
17981,Jessica Evans,29560
14817,Heather Tanner,13478
36840,Tammy Kelley,2925
34664,Sean Jones,31274
11618,Dr. Amanda Moore,32121
3816,Barbara Reed,26931
19330,Jonathan Wallace,16540
17828,Jesse Carter,7707
20043,Joshua Moore,33771
7920,Christopher Shaw,21852
4866,Brendan Miranda,17036
26159,Mary Gilbert,38974
12078,Earl Koch,39572
27540,Michael Fleming,10782
12943,Eric Moran,26430
28204,Michelle Meyer,5929
22117,Kenneth Cannon,14999
40039,William Shelton,17800
4419,Bradley Simmons,36371
33202,Ronald Smith,1670
14647,Heather Allen,36243
29028,Mr. Richard Johnson,12374
7983,Christopher Williams,18531
32001,Renee Davidson,3664
12944,Eric Morris,3791
28258,Michelle Savage,22929
23689,Laura Marshall,1835
17507,Jennifer Wang,14828
16122,Jamie Simon,17915
11548,Douglas Jones,8219
7986,Christopher Willis,17981
11504,Dorothy Woodward,7183
28749,Morgan Walker,7668
32507,Robert Beard,20237
22955,Kristen Dudley,21370
22236,Kenneth Taylor,7191
37449,Theresa Jackson,22579
4218,Billy Williams,32941
9642,Danny Patel,21512
2503,Angela Rios,933
10763,Dennis Reed,2252
15215,Ivan Cunningham,25359
27825,Michael Rodriguez,23656
3495,Ashley Nelson,36337
32820,Robert Smith,17515
20686,Justin Sloan,18313
1542,Amber Irwin,30872
16183,Janet Evans,4891
13685,Gabriel Alexander,12409
30328,Omar Holland,29099
33289,Roy Wall,32525
17852,Jesse Jones,11276
15163,Isaac Manning,7588
25819,Mark Hale,25567
1839,Amy Torres,38017
15715,James Friedman,9928
28800,Mr. Chad Patterson,31901
8999,Cynthia Shaffer,9368
31765,Rebecca Davis,21337
10014,David Leon,24691
32770,Robert Phillips,38034
34372,Sarah Wilson,77
8825,Crystal Wright,16610
27501,Michael Daniels,29806
33342,Russell Rodriguez,2063
19595,Jose Woodward,23874
853,Alfred Sanchez,35042
37982,Timothy Ibarra,15486
15911,James Ramos MD,22589
27191,Melissa Maynard,8471
25156,Madison Juarez,13913
36131,Stephen Taylor,8540
20860,Karen Fuller,9525
19051,John Young,9323
22600,Kim Sanchez,6172
9873,David Davis,19075
13634,Frank Williams,28500
5274,Brianna Harrell,22091
15272,Jackie Fletcher,38919
14529,Hannah Hale,890
29475,Nancy Mccarthy,7061
13563,Frank Barnes,36810
28105,Michelle Davis,36
3191,April Cardenas,17626
19574,Jose Sanford,14689
10913,Desiree Martin DDS,39364
10703,Denise Warner,22891
14227,Grace Davis,14059
7089,Cheryl Mitchell,11017
9933,David Graves,9110
40055,William Swanson,26377
18850,John Lucero,27658
13504,Fernando Jones,8827
32505,Robert Barrett,36419
15383,Jacob Miller,34165
7657,Christopher Davidson,31738
23225,Kristine Sims,27328
23880,Lauren Simmons,10680
3575,Ashley Waters,27909
5420,Brittany Ortega,26768
1993,Andrea Lopez,7608
12453,Elizabeth Johnson,20344
683,Alexander Watkins,28547
28924,Mr. John Pearson DDS,27201
21728,Keith Barry,33849
28597,Monica Brown,13439
15035,Holly Pittman,2675
6483,Catherine Bishop,28335
15621,James Becker,13840
29797,Nicholas Campbell,20668
5265,Brianna Cox,23634
8399,Connie Quinn,1935
36607,Susan Turner,16615
23312,Kurt Smith,32253
18870,John Mccormick,105
7931,Christopher Smith,13382
24198,Linda Brown,28338
6236,Carolyn Salazar,1259
768,Alexandria Monroe,35800
1948,Andrea Dixon,14122
25541,Maria Obrien,3886
8913,Cynthia Fitzpatrick,27550
12854,Eric Conley,15885
34281,Sarah Mitchell,457
26083,Mary Arias,8348
12351,Elizabeth Brown,10660
33323,Russell Green,20691
26197,Mary Johnson,11473
40168,Yolanda Hamilton,4754
17761,Jerry Foley Jr.,21400
29866,Nicholas Johnson,8583
4808,Brenda Montoya,24528
3738,Bailey Moss,10275
17925,Jessica Blackwell,37651
34132,Sara Waters,15099
40131,Willie Williams,1249
15617,James Barnes,2303
39002,Valerie Castillo,16491
16559,Jason Mitchell,33257
5734,Caitlin Hernandez,18490
30433,Pamela Frazier,3878
39882,William Gonzales,1858
24589,Lisa Lee,37796
16392,Jasmine Walker,13860
22224,Kenneth Rowland,6436
22996,Kristen Olson,35078
37135,Taylor Ramirez,14235
23898,Lauren Wells,9022
18114,Jessica Patrick,17759
39876,William Garza,20505
6003,Carlos Joseph,10864
33937,Sandra Jackson,6775
15867,James Morrison DVM,26727
34937,Shannon Perez,33307
15714,James Frey,29777
39048,Valerie Rivera,36970
30686,Patricia Sparks,11854
29093,Mr. William Gardner,10677
9606,Danielle Tyler,9356
4113,Bethany Patrick,23569
20373,Julian Morales,29642
39587,Wayne Kelly,18591
40189,Yvette Hester,21097
9660,Darin Roman,15631
11525,Douglas Duran,5275
22485,Kevin Silva,23078
21823,Kelli Lucas,20913
6601,Cathy Vega,21540
24508,Lisa Frazier,459
26839,Megan Ponce DVM,25815
35606,Stacey Benton,18709
22977,Kristen Jimenez,18179
24357,Lindsay Rodriguez,14321
28846,Mr. Donald Johnson,14093
3850,Barry Randolph,4920
3453,Ashley Jones,15574
24465,Lisa Castro,24262
13488,Felicia Williams,19374
32163,Richard Brown,32108
6357,Casey Little,34919
22046,Kelsey Owen,3218
15198,Isabella Wheeler,280
26744,Megan Allen,22124
12817,Eric Andrade,756
9697,Darrell Clay,16949
20304,Julia Campbell,30626
30712,Patrick Bell,4205
23571,Latoya Hampton,38462
25133,Madeline Rodriguez,37502
31137,Peter Cameron,130
18627,John Adams,26460
33033,Rodney Hudson,9146
3715,Autumn Medina,14802
39570,Warren Ellis MD,232
20386,Julie Bailey,12736
29912,Nicholas Phillips,19138
29321,Mrs. Sharon Bailey,2250
15133,Ian Rangel,5117
6216,Carolyn Mcintosh,27105
32982,Robin Rogers,16837
24569,Lisa Johnson,16005
17286,Jennifer Harrington,10111
34081,Sara Martin,27825
12509,Elizabeth Myers,19273
12560,Elizabeth Sloan,12089
21071,Katelyn Mccarthy,18180
9553,Danielle Lewis,12893
19981,Joshua Green,12095
19814,Joseph Reynolds,10080
19803,Joseph Phillips,36664
18855,John Marks,361
1800,Amy Pope,37619
15543,Jade Golden,5095
21469,Kathy Palmer,15501
15923,James Riley,3018
31047,Paula Garcia,17893
32337,Richard Saunders,38859
39645,Wendy Graham,13361
9033,Daisy Delgado,19075
36411,Steven Wright,7972
35247,Sheila Hartman,25178
19149,Jon Valdez,18374
7934,Christopher Solis,18939
16776,Jeanne Arroyo,2667
24369,Lindsey Aguirre,27251
5160,Brian Pierce,16589
15685,James Davis,8876
7304,Christina Fritz,8755
30228,Noah Burgess,30871
34742,Sergio Moody,31507
7917,Christopher Shaffer,15833
31302,Phillip Klein,5148
372,Adrienne Barry,18702
23448,Lacey Robertson,11236
23550,Larry White,13369
20114,Joshua Todd,18491
3085,Anthony Smith,24145
25515,Maria Jenkins,11667
31800,Rebecca Holt,35507
31861,Rebecca Rodriguez,10425
24261,Linda Mcdonald,25909
15534,Jacqueline White,39797
10220,David Young,21135
35468,Sherry Swanson,28074
39181,Veronica Hansen,3331
17498,Jennifer Vargas,23649
33408,Ryan Clark,18576
18657,John Berry,9561
8920,Cynthia Garcia,29836
14333,Gregory Green,30757
3494,Ashley Myers,29224
28962,Mr. Kevin James,14862
19954,Joshua Ellis,1608
30622,Patricia Jones,18406
27790,Michael Powers,21233
24874,Lori Sandoval,10171
2182,Andrew Munoz,8569
5938,Carl Wilcox,16044
29292,Mrs. Michelle Keller,17623
28827,Mr. David Arnold,38172
19607,Joseph Austin,28054
14778,Heather Ortiz,32913
2710,Anna Davila,35340
15437,Jacob Williams,2927
34984,Shannon Williams,27589
38691,Travis Montgomery,18443
19808,Joseph Price,10768
3993,Benjamin Patterson,37390
24754,Lonnie Anderson,6256
38333,Tony Anderson,8752
20075,Joshua Powell,18351
4445,Brandi Daniel,12388
1257,Amanda Deleon,4992
21082,Katelyn Williams,4256
20219,Juan Lopez,10768
15140,Ian Tran,16724
17706,Jeremy Whitney,29850
6579,Cathy Brown,35988
4461,Brandi Jones,7288
31588,Randy Fletcher,19356
24206,Linda Carroll,3792
22357,Kevin Glover,15287
22425,Kevin Mitchell,22099
26133,Mary Davenport,18413
5049,Brian Foster,30376
10396,Debbie Decker,21450
18603,Joel Johnson,9635
23046,Kristi Martin,2184
12571,Elizabeth Travis,27912
28191,Michelle Mcclure,38334
36030,Stephen Edwards DDS,27189
36339,Steven Parker,14319
12936,Eric Mendez,11833
23690,Laura Martin,31546
26134,Mary David,29533
34089,Sara Morrison,15166
14544,Hannah Lewis,15808
5180,Brian Rodriguez,14114
9089,Dalton Ross,37273
37126,Taylor Oliver,3584
33399,Ryan Burns,10606
6490,Catherine Dean,17503
40243,Zachary Curtis,32043
32906,Roberto Madden,23270
25951,Mark Smith,13796
35840,Stephanie George,6990
5227,Brian Williams,15370
36789,Tammie Jones,17372
8373,Connie Browning,19233
8255,Cody Yoder,24551
2558,Angela Young,7779
1423,Amanda Rose,35647
28490,Misty Stanley,30474
36590,Susan Schmitt,23300
36112,Stephen Rosales,25029
34392,Savannah Hart,3438
34273,Sarah Marshall,36668
30009,Nicole Andrade MD,27661
23784,Lauren Brown,14167
16469,Jason Fernandez,20864
12225,Edward Rojas,23925
19696,Joseph Gonzales Jr.,12990
18214,Jesus Calderon,39403
33295,Ruben Flores,14657
17288,Jennifer Harrison,7255
16561,Jason Montgomery,12980
1505,Amber Daniels,21287
25557,Maria Sharp,38201
35755,Stanley Newman,12176
17019,Jeffrey Nichols,6700
19340,Jonathan Wolf,24613
29347,Mrs. Theresa Mckinney,2885
26127,Mary Cooper,20641
38966,Tyler Torres,17542
27823,Michael Robinson,242
11723,Dr. James Williams,39293
21796,Keith Santana,24874
10154,David Smith,2909
23217,Kristine Jackson,11654
20761,Kaitlyn Morales,30285
7969,Christopher Wallace,8381
11791,Dr. Larry Williamson,4718
11340,Donald Williams,2346
22707,Kimberly Hall,15609
38471,Tracey Knight,18028
18276,Jill Huang,30949
28188,Michelle Mason,6087
22727,Kimberly Howard,10664
18990,John Smith,6881
27750,Michael Newton,9537
7057,Cheryl Dunn,910
9685,Darlene Ramos,1226
36464,Susan Caldwell,28276
32898,Roberto Clarke,5519
22859,Kimberly Tyler,30858
7130,Cheyenne Brown,29566
33984,Sandra Ramirez,28889
2133,Andrew Hawkins,678
36839,Tammy Jones,36986
13430,Evelyn Madden,18384
28131,Michelle Garner,39452
23495,Larry Collins,34087
33670,Samantha Hart,20843
14543,Hannah Lambert,32484
30765,Patrick Juarez,1779
27282,Melissa Tucker,37644
342,Adrian Lopez,5244
27856,Michael Sloan,33683
32827,Robert Stewart,39307
31517,Rachel White,8842
35866,Stephanie Ibarra,5446
40323,Zachary Thompson,31691
7084,Cheryl Lewis,11062
33239,Ronnie Smith,10757
13537,Francisco Blevins,30801
37185,Teresa Chase,28872
31967,Reginald Alexander,10763
4247,Blake Shepherd,27512
29255,Mrs. Leah Rowe,36333
1083,Allison Levy,5320
23306,Kurt Mullins,30501
31443,Rachel King,4916
17479,Jennifer Stephens,17882
9993,David Johnson,5114
4637,Brandon Sullivan,27090
15206,Isaiah Hill,2055
16651,Jason Walker,16843
7635,Christopher Chavez,30516
40031,William Sanchez,10774
27357,Meredith Harris,7016
2144,Andrew Hubbard DVM,29394
22333,Kevin Delgado,25984
39919,William Hudson,21405
9747,Darren Walker,32507
2164,Andrew Lynch,2180
23077,Kristin Blankenship,4145
30442,Pamela Gonzalez,23324
22831,Kimberly Rush,23267
29646,Nathan Chan,10491
36026,Stephen Davis,29860
5564,Bruce Garcia,12855
28880,Mr. James Rodriguez,3757
3801,Barbara Mcdaniel DVM,20906
13360,Eugene Calderon,32834
37429,Theresa Cuevas,17205
29652,Nathan Cobb,23379
5559,Bruce Cannon,31735
8178,Cody Campbell,29668
7630,Christopher Castillo,15936
34211,Sarah Gomez,26618
1614,Amber Wells,16880
22387,Kevin Jones,31260
708,Alexandra Gentry,36931
20938,Karen Pitts,27196
13224,Erin Garcia,18604
7802,Christopher Martinez,4483
3300,Ariel Mcmahon,12152
31879,Rebecca Tapia,18720
29122,Mrs. Andrea Jones,11541
21844,Kelly Allen,38726
35735,Stacy Taylor,29427
11425,Donna Montoya,25361
8940,Cynthia Johnson,21695
11456,Donna Stokes,39511
38351,Tony Ford,36500
34648,Sean Hawkins,22186
7552,Christine Taylor,7185
28008,Michele Jones,31271
24198,Linda Brown,26699
7089,Cheryl Mitchell,29296
29561,Natalie Pruitt,713
14423,Gregory Walker,29967
39325,Victoria Cooper,35160
62,Aaron Martin,11446
17187,Jennifer Burton,16783
2020,Andrea Roberts,23432
11954,Dustin Hayes,14511
10846,Derek Santos,11417
32861,Robert Weaver,38902
17779,Jerry Mathews,9058
28176,Michelle Lee,19229
13620,Frank Sparks,20707
24265,Linda Montoya,7450
40176,Yolanda Mcmillan,34400
15827,James Martinez,7360
37782,Tiffany Ellis,29423
29923,Nicholas Roberts,37641
36708,Sylvia Hernandez,7260
18919,John Parrish,15117
20320,Julia Jimenez,28328
15952,James Smith,30734
7220,Christian Lewis,27986
36953,Tanya Long,10929
9018,Cynthia Webb,15501
5503,Brooke Avery,30812
6010,Carlos Morgan,35253
36076,Stephen Manning,34048
37660,Thomas Oliver,16908
3370,Ashley Bullock,14187
19977,Joshua Gordon,25697
10367,Deanna Miller,24572
9495,Danielle Bennett,28909
21462,Kathy Melton,10538
26326,Mary Yoder,34748
10624,Denise Clayton,967
5234,Brian Young,17637
460,Albert Lowe,32686
35042,Sharon Hill,33724
5195,Brian Smith,18043
32284,Richard Montgomery,21212
37283,Teresa Wise,20043
22481,Kevin Santos,13358
16871,Jeffery Ware,39353
10794,Derek Brown,8606
8575,Courtney Kelley,28851
7785,Christopher Lane,4822
15825,James Martin,31037
17539,Jenny Johnson,34520
40085,William Williams,5947
18387,Jimmy Wise,35254
19734,Joseph Johnson,35573
2653,Ann Kelly,14312
12539,Elizabeth Robinson,16665
20626,Justin Martin,25679
30755,Patrick Hammond,17211
19538,Jose Jordan,20008
8758,Crystal Jones,9292
16325,Jasmin Kirk,17318
39577,Wayne Campbell,30098
15875,James Nicholson,26433
18067,Jessica Martinez,8196
34597,Scott Weaver,23708
8040,Cindy Carey,3069
23173,Kristina Jimenez,9965
11096,Diane Cooper,12341
35972,Stephanie Underwood,25514
39861,William Flores,16663
19807,Joseph Powers,8126
2178,Andrew Moore,24476
3055,Anthony Reyes,26100
26478,Matthew Hill,35678
20106,Joshua Sullivan,34211
37902,Timothy Andrews,17448
12049,Dylan Lutz,39666
39059,Valerie Wells,443
